Tester,Site type,Name of Sampling Location,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,SARS-CoV-2 Detected,Sample collection date,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated,Week Start Date,Week End Date,Group,Subgroup,Estimated population,Percent of the population,Week case rate,Cumulative cases,Cumulative case rate,Deaths during this week,Week death rate,Cumulative deaths,Cumulative death rate,Confirmed deaths,Confirmed cases,County,Population,Cases during this week_y,Cumulative confirmed cases,Cumulative tests,Tests during the week,Positive tests the week,Week percent positivity,Weekly case rate,Weekly testing rate
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Reported sex or gender,Unknown sex,0.0,0.0,0.0,906.0,0.0,0,0.0,0,0.0,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,<5 years,356878.9331,0.050765739,64.72783304787345,3751.0,1051.056717586897,0,0.0,0,0.0,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,5-19 years,1208696.36,0.171936078,15.802149019460932,3852.0,318.6904608532121,0,0.0,1,0.0827337644997954,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,20-34 years,1510757.646,0.214904052,19.3942424038541,6873.0,454.93729707061175,0,0.0,2,0.1323839071935433,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,35-49 years,1307950.041,0.186054834,25.00095491032597,6140.0,469.436890365142,0,0.0,5,0.3822775980172166,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,50-64 years,1444570.402,0.20548897,30.735781335771826,7853.0,543.6218261932795,1,0.0692247327382248,21,1.4537193875027214,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,65-79 years,899365.7143,0.127934045,59.37517869642454,9040.0,1005.1528378570748,8,0.8895157857142253,102,11.341326267856374,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,80+ years,301697.9003,0.042916282,131.9200430643501,6203.0,2056.0302189149843,18,5.966233103412819,227,75.24082858192833,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,MWRA Northern,375792.4208466311,7,Detected,2023-10-28,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-10-22,2023-10-28,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,20.0,1800.0,Suffolk,797935.9991,172.0,3424.0,38561.0,2922.0,204.0,0.0698151950718685,21.55561350709838,366.1947829519853
BioBot,Municipal,South Hadley Div. of WPC,527507.5605682017,4,Detected,2023-10-06,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,255490.9687,3,Detected,2023-07-20,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,1245692.7346584757,4,Detected,2024-02-22,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hadley WWTP,735129.144150205,2,Detected,2023-11-30,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,113.31777703116,11994.0,1364.5917848511378,3,0.3413186055155422,57,6.485053504795302,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,38.22808994663974,2366.0,463.8341580192288,1,0.1960414869058448,15,2.940622303587672,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,75.27306223350679,4504.0,944.3729033418236,1,0.2096742680599075,11,2.3064169486589825,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,90.54891098698096,62.0,623.7813867992023,0,0.0,1-4,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,3092.0,0.0,1,0.0,22,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,24.0,1303.555264464908,0,0.0,0,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,58.14198902691712,33905.0,702.5317669129099,53,1.098191524742198,547,11.334165359131742,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,25615.0,0.0,0,0.0,1,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Female,3618900.25598128,0.0514786,105.33586809140614,47195.0,1304.125470769652,29,0.8013484193732366,347,9.58854832836252,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Male,3411016.74096262,0.0485214,81.06087451273228,32922.0,965.166766983064,30,0.8795031592701514,307,9.000248996531216,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Reported sex or gender,Unknown sex,0.0,0.0,0.0,1442.0,0.0,0,0.0,0,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,<5 years,356878.9331,0.050765739,193.3428779352064,7288.0,2042.1491223069336,0,0.0,0,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,5-19 years,1208696.36,0.171936078,38.55393425690468,7605.0,629.1902790209444,0,0.0,1,0.0827337644997954,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,20-34 years,1510757.646,0.214904052,64.7357306176427,12231.0,809.5937844421144,0,0.0,4,0.2647678143870867,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,35-49 years,1307950.041,0.186054834,77.14361927987431,11683.0,893.2298355270284,0,0.0,8,0.6116441568275466,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,50-64 years,1444570.402,0.20548897,84.80029760432542,14646.0,1013.8654356840408,5,0.3461236636911241,42,2.907438775005443,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,65-79 years,899365.7143,0.127934045,155.44288355356088,16758.0,1863.3131921248732,14,1.5566526249998944,184,20.458863071427185,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,80+ years,301697.9003,0.042916282,308.25537700966225,11349.0,3761.7099717017823,40,13.25829578536182,415,137.5548187731289,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,MWRA Northern,2528525.1756160515,7,Detected,2023-12-30,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-24,2023-12-30,Age,Unknown age,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,48.0,5347.0,Suffolk,797935.9991,469.0,6066.0,70104.0,3858.0,535.0,0.13867288750648,58.77664380714616,483.4974238975904
BioBot,Municipal,Pittsfield WWTP,304560.1792909043,4,Detected,2023-08-24,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody/Salem Pump,2560559.4850574452,4,Detected,2023-12-26,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fall River WWTP,110822.801902,5,Detected,2023-07-18,copies/L,Fall River,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,SESD-Peabody Metering Station,413895.66132500005,4,Detected,2023-07-09,copies/L,Salem,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Grafton Headworks,388936.36,2,Detected,2023-07-12,copies/L,South Grafton,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,771008.4019519344,4,Detected,2023-09-13,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,1068730.228057319,7,Detected,2024-01-19,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,212371.87976656517,4,Detected,2023-08-25,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,2447597.920472916,4,Detected,2024-01-08,copies/L,Chicopee,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,1533816.421779659,4,Detected,2023-12-14,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,614709.1824561325,4,Detected,2023-08-24,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,76.91045910950218,9186.0,1045.1175700885904,3,0.3413186055155422,53,6.029962030774579,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,21.956646533454617,1864.0,365.4213315924947,1,0.1960414869058448,13,2.5485393297759824,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,55.98302957199531,3501.0,734.0696124777362,1,0.2096742680599075,8,1.67739414447926,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,40.0,402.4396043865821,0,0.0,1-4,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,2345.0,0.0,0,0.0,18,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,20.0,1086.2960537207568,0,0.0,0,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,38.60246812442858,26005.0,538.839067941903,32,0.66305903380661,433,8.972017551195693,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,19651.0,0.0,0,0.0,1,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Reported sex or gender,Female,3618900.25598128,0.0514786,71.32000932421806,36255.0,1001.8236877371272,19,0.5250213782100516,285,7.875320673150774,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Reported sex or gender,Male,3411016.74096262,0.0485214,56.05366801748431,25103.0,735.9389269052871,18,0.5277018955620909,242,7.0946588181125545,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Reported sex or gender,Unknown sex,0.0,0.0,0.0,1252.0,0.0,0,0.0,0,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,<5 years,356878.9331,0.050765739,111.80262071905416,5465.0,1531.331634660729,0,0.0,0,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,5-19 years,1208696.36,0.171936078,40.29134331140039,5656.0,467.9421720108431,0,0.0,1,0.0827337644997954,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,20-34 years,1510757.646,0.214904052,42.2966583483371,9503.0,629.0221350301211,0,0.0,4,0.2647678143870867,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,35-49 years,1307950.041,0.186054834,48.47279942858307,8776.0,670.9736400398186,1,0.0764555196034433,7,0.5351886372241033,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,50-64 years,1444570.402,0.20548897,58.5641238965382,11253.0,778.985917503244,3,0.2076741982146744,29,2.00751724940852,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,65-79 years,899365.7143,0.127934045,104.74048376785004,12987.0,1444.0176886338306,10,1.1118947321427817,149,16.56723150892745,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,80+ years,301697.9003,0.042916282,195.2284054394528,8972.0,2973.835744656656,23,7.623520076583047,337,111.70114199167334,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,849453.5451445366,7,Detected,2023-12-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,2023-12-03,2023-12-09,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,32.0,3369.0,Suffolk,797935.9991,357.0,4715.0,57949.0,3817.0,403.0,0.1055802986638721,44.740430360663495,478.35916718950295
BioBot,Municipal,MWRA Northern,272638.29944974557,7,Detected,2023-11-09,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hull WWTF,4507117.813988823,3,Detected,2024-02-01,copies/L,Hull,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Douglas WWTP,995616.62815,2,Detected,2023-08-03,copies/L,East Douglas,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,937638.0051803561,7,Detected,2023-12-12,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,865500.5465373043,7,Detected,2024-02-02,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Plymouth Headworks Influent,561779.4890047254,3,Detected,2023-12-06,copies/L,Plymouth,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,638195.1337398011,4,Detected,2023-08-09,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,2454937.3912774785,7,Detected,2024-01-02,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,1358142.7467128024,4,Detected,2024-02-13,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Southern,879609.4955035324,7,Detected,2023-12-01,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,1156612.909375237,7,Detected,2023-12-21,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,406790.77930000005,3,Detected,2023-08-03,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MWRA Northern,526984.38412842,7,Detected,2023-09-21,copies/L,Winthrop,MA,Suffolk,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Surfside WTF,663488.7471500724,2,Detected,2023-10-12,copies/L,Nantucket,MA,Nantucket,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,1588873.8074782917,2,Detected,2023-12-06,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,26012.42421243009,3,Detected,2023-10-13,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Montague Clean Water Facility,805101.7044499265,4,Detected,2023-11-08,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,1970619.0402303915,3,Detected,2023-09-13,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,2313490.863880589,4,Detected,2023-10-04,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,574617.6576304851,4,Detected,2023-10-26,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
