Tester,Site type,Name of Sampling Location,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,SARS-CoV-2 Detected,Sample collection date,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated,Week Start Date,Week End Date,Group,Subgroup,Estimated population,Percent of the population,Week case rate,Cumulative cases,Cumulative case rate,Deaths during this week,Week death rate,Cumulative deaths,Cumulative death rate,Confirmed deaths,Confirmed cases,County,Population,Cases during this week_y,Cumulative confirmed cases,Cumulative tests,Tests during the week,Positive tests the week,Week percent positivity,Weekly case rate,Weekly testing rate
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,16.838384538766746,279.0,31.742630312945423,1,0.1137728685051807,1,0.1137728685051807,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,8.037700963139637,70.0,13.722904083409135,0,0.0,1,0.1960414869058448,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,10.903061939115192,105.0,22.015798146290287,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,0.0,0.0,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,52.0,0.0,0,0.0,1,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,0.0,0.0,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,8.26751732777617,767.0,15.892696216552189,7,0.1450441636451959,13,0.2693677324839353,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,545.0,0.0,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Reported sex or gender,Female,3618900.25598128,0.0514786,15.750641346301547,1076.0,29.732789629158702,6,0.165796224697911,10,0.276327041163185,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Reported sex or gender,Male,3411016.74096262,0.0485214,11.11105657877958,706.0,20.69764101482423,2,0.0586335439513434,6,0.1759006318540303,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Reported sex or gender,Unknown sex,0.0,0.0,0.0,36.0,0.0,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,<5 years,356878.9331,0.050765739,24.097807974532973,156.0,43.71230283752493,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,5-19 years,1208696.36,0.171936078,5.874097279485478,116.0,9.597116681976274,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,20-34 years,1510757.646,0.214904052,10.789288436273782,280.0,18.533747007096068,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,35-49 years,1307950.041,0.186054834,11.238961381706169,257.0,19.649068538084936,1,0.0764555196034433,1,0.0764555196034433,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,50-64 years,1444570.402,0.20548897,12.04510349645112,337.0,23.328734932781767,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,65-79 years,899365.7143,0.127934045,22.34908411606991,396.0,44.03103139285415,3,0.3335684196428345,6,0.667136839285669,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,80+ years,301697.9003,0.042916282,43.08946130242591,276.0,91.48224091899657,4,1.325829578536182,9,2.9831165517064093,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,South Hadley Div. of WPC,118153.15719249999,4,Detected,2023-07-15,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-07-09,2023-07-15,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,6.0,716.0,Hampden,465824.9991,35.0,73.0,3575.0,1794.0,36.0,0.020066889632107,7.513551240835498,385.12316931596814
BioBot,Municipal,Montague Clean Water Facility,866542.5898442604,3,Detected,2023-11-28,copies/L,Montague,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lowell Regional WWTF,1046238.9882666668,3,Detected,2023-07-31,copies/L,Lowell,MA,Middlesex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,306213.6977308881,4,Detected,2023-08-21,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Brockton/ Abington,1707681.032554768,4,Detected,2023-12-04,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Leominster Headworks,789852.6290863461,2,Detected,2023-08-22,copies/L,Leominster,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,New Bedford WWTF,249507.16021974114,2,Detected,2023-08-03,copies/L,New Bedford,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,1051989.66157864,4,Detected,2023-09-11,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greenfield WPCF,140884.33602,2,Detected,2023-08-02,copies/L,Greenfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,693680.5645173849,4,Detected,2023-09-19,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,681308.8831965923,5,Detected,2023-10-16,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Amherst WWTP,285242.7826437378,1,Detected,2023-08-17,copies/L,Hadley,MA,Hampshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MFN Regional Wastewater District,482404.12954078615,2,Detected,2023-10-09,copies/L,Norton,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,New Bedford WWTF,243134.11065,2,Detected,2023-07-05,copies/L,New Bedford,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,3618232.5420060554,3,Detected,2023-11-30,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,6994600.1384464875,3,Detected,2023-11-30,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,856393.7871368167,4,Detected,2024-02-26,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,2381109.670253419,2,Detected,2024-01-30,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Springfield WWTP,2085405.8198103933,2,Detected,2023-12-26,copies/L,Agawam,MA,Hampden,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,368534.50057499995,4,Detected,2023-07-23,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Sunderland WWTP,384431.66169195384,1,Detected,2024-01-24,copies/L,Sunderland,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Wareham WPCF,731385.3727418302,4,Detected,2023-09-11,copies/L,Wareham,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Douglas WWTP,718620.8561164245,2,Detected,2023-09-19,copies/L,East Douglas,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,S.Deerfield WWTP,1135931.6189826627,4,Detected,2024-01-22,copies/L,Deerfield,MA,Franklin,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Northampton WWTP,501091.8683948665,1,Detected,2023-09-13,copies/L,Northampton,MA,Hampshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Surfside WTF,1416734.0983022696,2,Detected,2023-12-19,copies/L,Nantucket,MA,Nantucket,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,337365.62635,4,Detected,2023-07-10,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,1545709.494033495,4,Detected,2024-02-13,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,695420.3858184214,4,Detected,2023-09-05,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Fitchburg Public Works,1803780.5338429583,3,Detected,2023-12-27,copies/L,Fitchburg,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Pittsfield WWTP,826186.4289347953,4,Detected,2023-09-29,copies/L,Pittsfield,MA,Berkshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"Hispanic, all races",878944.17459859,0.125029097069096,52.90438385490904,5337.0,607.2057992121496,2,0.2275457370103615,31,3.526958923660603,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"Asian, not Hispanic",510096.11066676,0.0725607586673517,18.427899769149413,1163.0,227.9962492714975,2,0.3920829738116896,8,1.5683318952467586,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"Black or African-American, not Hispanic",476930.24482827,0.0678429411094903,37.53169398272344,2150.0,450.7996763288011,2,0.419348536119815,3,0.6290228041797226,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"Alaskan Native or American Indian, not Hispanic",9939.37961473,0.001413868701302,0.0,25.0,251.5247527416138,0,0.0,1-4,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"Other race, not Hispanic",0.0,0.0,0.0,1364.0,0.0,1,0.0,12,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"Native Hawaiian or Pacific Islander, not Hispanic",1841.11872003,0.0002618976469893,0.0,13.0,706.0924349184919,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,"White, not Hispanic",4826116.28353641,0.686511133151993,31.702510053878544,14363.0,297.60990320513565,27,0.5594560597743273,207,4.2891631249365085,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Race and Hispanic ethnicity,Unknown race,0.0,0.0,0.0,11489.0,0.0,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Reported sex or gender,Female,3618900.25598128,0.0514786,55.48646986556755,20722.0,572.604894698352,15,0.4144905617447775,137,3.785680463935635,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Reported sex or gender,Male,3411016.74096262,0.0485214,42.597269680651,14448.0,423.56872150450494,19,0.5570186675377625,125,3.6645964969589646,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Reported sex or gender,Transgender,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Reported sex or gender,Unknown sex,0.0,0.0,0.0,733.0,0.0,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,<5 years,356878.9331,0.050765739,81.82046428562359,3071.0,860.5159103464042,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,5-19 years,1208696.36,0.171936078,22.66905147294396,3308.0,273.6832929653234,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,20-34 years,1510757.646,0.214904052,32.63263312320844,5854.0,387.4876963555014,0,0.0,1,0.0661919535967716,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,35-49 years,1307950.041,0.186054834,38.53358188013544,5108.0,390.5347941343885,2,0.1529110392068866,4,0.3058220784137733,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,50-64 years,1444570.402,0.20548897,43.68080635781987,6386.0,442.0691432663037,1,0.0692247327382248,20,1.3844946547644963,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,65-79 years,899365.7143,0.127934045,86.72778910713697,7265.0,807.7915229017308,12,1.334273678571338,75,8.339210491070862,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,80+ years,301697.9003,0.042916282,186.94197057360165,4912.0,1628.1187224424316,19,6.297690498046864,162,53.69609793071537,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,South Hadley Div. of WPC,472267.1293524017,4,Detected,2023-10-07,copies/L,Chicopee,MA,Hampden,2024-02-29,2023-10-01,2023-10-07,Age,Unknown age,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,31.0,2637.0,Hampden,465824.9991,244.0,2026.0,32187.0,3098.0,253.0,0.0816655907036797,52.38018579325318,665.0566212602392
BioBot,Municipal,Surfside WTF,351563.75512844266,2,Detected,2023-08-17,copies/L,Nantucket,MA,Nantucket,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,1244325.8038340115,4,Detected,2023-12-03,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Northampton WWTP,856944.8785154454,1,Detected,2023-09-20,copies/L,Northampton,MA,Hampshire,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,752425.2392580913,4,Detected,2023-11-20,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MFN Regional Wastewater District,570199.7405948084,3,Detected,2023-09-29,copies/L,Norton,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Hull WWTF,1016941.5606198235,3,Detected,2023-09-19,copies/L,Hull,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,MFN Regional Wastewater District,342183.9228256499,2,Detected,2023-08-21,copies/L,Norton,MA,Bristol,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Whitman,448871.38190769753,4,Detected,2023-08-21,copies/L,Brockton,MA,Plymouth,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,881355.5672502886,4,Detected,2023-11-20,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,345066.0198,2,Detected,2023-07-05,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,4985407.440758443,3,Detected,2023-12-31,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Greater Lawrence Sanitary District,2235422.737522897,4,Detected,2023-10-02,copies/L,North Andover,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,261196.57365,2,Detected,2023-07-04,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,1909636.035672764,3,Detected,2023-11-28,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Haverhill WWTP,1154664.437,2,Detected,2023-07-26,copies/L,Haverhill,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Upper Blackstone Clean Water,481542.37428581156,4,Detected,2023-10-16,copies/L,Worcester,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Lynn WWTF,815288.6950262341,3,Detected,2023-10-03,copies/L,Lynn,MA,Essex,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Athol WWTP,4880947.918355323,4,Detected,2023-12-18,copies/L,Athol,MA,Worcester,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
BioBot,Municipal,Provincetown Treatment Plant,916521.1547649028,1,Detected,2024-01-30,copies/L,Provincetown,MA,Barnstable,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,
